transaction_date,user_id,belanja,hiburan,kesehatan,kos_sewa,lainnya,makanan,pendidikan,tagihan,transportasi
2025-10,user_0144,1092000,482000,412000,1179000,559000,1928000,590000,1154000,712000
2025-10,user_0145,486000,362000,254000,608000,358000,1320000,328000,742000,556000
2025-10,user_0146,1417000,640000,515000,1258000,835000,2513000,783000,1489000,1040000
2025-10,user_0147,412000,246000,224000,499000,255000,799000,367000,535000,459000
2025-10,user_0148,510000,308000,169000,428000,167000,784000,243000,480000,384000
2025-10,user_0149,251000,1105000,150000,369000,130000,747000,229000,408000,255000
2025-10,user_0150,815000,507000,361000,958000,375000,2014000,580000,801000,589000
2025-10,user_0151,503000,310000,185000,563000,191000,903000,261000,467000,307000
2025-10,user_0152,480000,311000,178000,586000,232000,835000,289000,571000,398000
2025-10,user_0153,189000,133000,84000,209000,78000,346000,124000,250000,180000
2025-10,user_0154,667000,1163000,277000,661000,246000,1291000,372000,649000,570000
2025-10,user_0155,216000,126000,83000,222000,124000,342000,131000,192000,139000
2025-10,user_0156,1202000,614000,460000,1501000,628000,1878000,686000,1160000,1024000
2025-10,user_0157,278000,152000,131000,466000,185000,806000,191000,435000,275000
2025-10,user_0158,244000,140000,104000,221000,97000,498000,126000,250000,177000
2025-10,user_0159,594000,492000,285000,877000,420000,1206000,468000,736000,557000
2025-10,user_0160,1178000,745000,579000,1667000,817000,2943000,1030000,1534000,1152000
2025-10,user_0161,830000,444000,364000,1034000,413000,1558000,615000,807000,630000
2025-10,user_0162,415000,1094000,232000,657000,241000,880000,300000,451000,471000
2025-10,user_0163,517000,288000,258000,755000,348000,1172000,335000,655000,412000
2025-10,user_0164,2104000,947000,612000,1956000,634000,3699000,1282000,1789000,1363000
2025-10,user_0166,2113000,937000,878000,2523000,1063000,3921000,1093000,2350000,1600000
2025-10,user_0167,857000,480000,436000,922000,467000,1755000,664000,935000,832000
2025-10,user_0168,676000,1398000,275000,876000,325000,1531000,433000,654000,582000
2025-10,user_0171,818000,501000,278000,702000,279000,1230000,422000,696000,512000
2025-10,user_0172,528000,287000,214000,534000,266000,1018000,294000,557000,391000
2025-10,user_0173,847000,635000,312000,1032000,356000,1517000,520000,922000,554000
2025-10,user_0174,778000,400000,274000,734000,398000,1543000,463000,609000,640000
2025-10,user_0175,339000,213000,171000,388000,155000,675000,259000,423000,293000
2025-11,user_0003,417000,262000,179000,424000,229000,1227000,292000,360000,317000
2025-11,user_0005,182000,141000,52000,114000,76000,532000,116000,150000,236000
2025-11,user_0007,125000,103000,47000,108000,62000,355000,94000,250000,142000
2025-11,user_0008,172000,157000,53000,134000,68000,506000,128000,200000,183000
2025-11,user_0009,250000,173000,93000,188000,131000,525000,209000,250000,316000
2025-11,user_0010,207000,144000,71000,149000,97000,499000,134000,250000,259000
2025-11,user_0011,126000,130000,62000,97000,79000,517000,145000,151000,1066000
2025-11,user_0012,198000,198000,77000,208000,110000,674000,225000,207000,267000
2025-11,user_0013,91000,69000,31000,74000,60000,232000,63000,100000,830000
2025-11,user_0014,147000,132000,57000,98000,101000,350000,106000,200000,207000
2025-11,user_0015,188000,132000,67000,160000,122000,516000,130000,116000,233000
2025-11,user_0016,81000,1106000,28000,69000,39000,250000,81000,100000,90000
2025-11,user_0017,144000,125000,62000,153000,118000,562000,153000,200000,215000
2025-11,user_0018,147000,92000,42000,117000,81000,414000,107000,100000,887000
2025-11,user_0019,179000,183000,87000,162000,107000,535000,170000,111000,272000
2025-11,user_0020,191000,214000,87000,165000,118000,589000,242000,270000,335000
2025-11,user_0021,443000,271000,109000,209000,162000,852000,266000,252000,371000
2025-11,user_0022,271000,228000,102000,190000,131000,820000,246000,2054000,272000
2025-11,user_0023,100000,74000,34000,65000,56000,345000,71000,150000,111000
2025-11,user_0024,199000,143000,50000,140000,67000,520000,141000,1775000,190000
2025-11,user_0025,231000,185000,72000,152000,121000,1253000,218000,236000,257000
2025-11,user_0026,224000,174000,59000,142000,80000,478000,171000,132000,258000
2025-11,user_0027,1781000,133000,69000,117000,104000,382000,119000,150000,199000
2025-11,user_0028,232000,232000,75000,159000,116000,769000,204000,250000,346000
2025-11,user_0029,83000,81000,34000,77000,45000,250000,78000,100000,123000
2025-11,user_0030,168000,129000,56000,101000,108000,425000,126000,106000,193000
2025-11,user_0031,1874000,244000,83000,181000,185000,854000,194000,175000,377000
2025-11,user_0032,156000,137000,72000,127000,100000,450000,130000,200000,251000
2025-11,user_0033,264000,173000,92000,174000,149000,588000,184000,250000,293000
2025-11,user_0034,119000,86000,38000,70000,58000,337000,85000,150000,143000
2025-11,user_0035,195000,154000,58000,120000,107000,446000,159000,250000,246000
2025-11,user_0036,260000,196000,89000,229000,112000,963000,201000,324000,383000
2025-11,user_0037,94000,95000,37000,81000,52000,293000,93000,100000,153000
2025-11,user_0038,320000,287000,111000,228000,136000,668000,252000,168000,336000
2025-11,user_0039,315000,201000,81000,199000,121000,727000,187000,200000,314000
2025-11,user_0040,219000,177000,73000,129000,86000,629000,184000,150000,261000
2025-11,user_0041,99000,81000,34000,100000,33000,191000,64000,150000,93000
2025-11,user_0042,243000,261000,105000,194000,126000,759000,202000,188000,338000
2025-11,user_0043,258000,222000,93000,176000,103000,647000,179000,250000,289000
2025-11,user_0044,121000,89000,39000,75000,43000,240000,70000,100000,143000
2025-11,user_0046,236000,227000,78000,202000,106000,688000,228000,170000,366000
2025-11,user_0047,277000,212000,119000,192000,179000,680000,267000,200000,409000
2025-11,user_0048,192000,158000,50000,117000,62000,474000,122000,250000,197000
2025-11,user_0049,251000,231000,75000,173000,101000,759000,211000,200000,320000
2025-11,user_0050,146000,125000,49000,93000,79000,434000,113000,150000,201000
2025-11,user_0051,172000,107000,58000,119000,88000,399000,132000,250000,201000
2025-11,user_0052,166000,109000,56000,98000,89000,494000,140000,250000,226000
2025-11,user_0053,102000,71000,32000,73000,55000,243000,69000,250000,116000
2025-11,user_0054,102000,92000,40000,72000,50000,303000,94000,100000,158000
2025-11,user_0055,201000,181000,73000,150000,142000,571000,159000,2266000,327000
2025-11,user_0056,158000,129000,63000,112000,91000,392000,141000,200000,217000
2025-11,user_0057,74000,71000,32000,62000,45000,214000,59000,100000,119000
2025-11,user_0059,143000,147000,61000,116000,117000,419000,150000,150000,217000
2025-11,user_0060,218000,213000,82000,124000,95000,515000,144000,200000,255000
2025-11,user_0063,159000,132000,48000,116000,84000,380000,115000,250000,219000
2025-11,user_0064,129000,120000,45000,102000,86000,450000,113000,250000,158000
2025-11,user_0065,299000,244000,111000,236000,159000,724000,286000,171000,371000
2025-11,user_0066,150000,123000,64000,130000,68000,446000,125000,100000,174000
2025-11,user_0067,280000,222000,92000,210000,95000,806000,235000,159000,276000
2025-11,user_0068,287000,327000,132000,210000,137000,805000,241000,250000,428000
2025-11,user_0069,242000,216000,95000,165000,140000,657000,173000,150000,348000
2025-11,user_0070,201000,197000,57000,134000,79000,1109000,153000,250000,228000
2025-11,user_0071,752000,504000,282000,664000,241000,1633000,161000,799000,911000
2025-11,user_0072,430000,279000,188000,504000,145000,1025000,102000,538000,536000
2025-11,user_0073,457000,238000,153000,364000,147000,792000,91000,650000,391000
2025-11,user_0074,2095000,316000,185000,434000,227000,990000,107000,558000,472000
2025-11,user_0075,985000,490000,415000,1196000,619000,1939000,221000,1474000,1005000
2025-11,user_0076,894000,489000,280000,823000,359000,1745000,157000,876000,838000
2025-11,user_0077,1080000,690000,487000,1078000,582000,2024000,303000,1184000,1232000
2025-11,user_0079,444000,277000,196000,507000,236000,876000,132000,684000,440000
2025-11,user_0080,872000,592000,330000,799000,356000,1872000,184000,954000,715000
2025-11,user_0081,698000,602000,266000,723000,263000,1644000,193000,958000,721000
2025-11,user_0082,1130000,623000,424000,808000,529000,2031000,201000,1193000,1206000
2025-11,user_0083,798000,563000,515000,1122000,565000,2361000,226000,1608000,1916000
2025-11,user_0084,658000,422000,196000,542000,176000,1175000,115000,772000,669000
2025-11,user_0085,934000,554000,460000,925000,648000,2555000,257000,2011000,1171000
2025-11,user_0086,980000,695000,553000,1256000,435000,2402000,318000,1591000,1430000
2025-11,user_0087,816000,565000,360000,707000,423000,1355000,161000,942000,912000
2025-11,user_0088,1061000,494000,473000,1205000,573000,2555000,302000,1941000,940000
2025-11,user_0089,889000,481000,295000,989000,364000,1646000,239000,1063000,934000
2025-11,user_0090,430000,280000,149000,375000,94000,651000,84000,409000,324000
2025-11,user_0091,614000,425000,269000,606000,232000,1051000,115000,663000,578000
2025-11,user_0092,1162000,571000,347000,871000,385000,2136000,239000,1238000,1085000
2025-11,user_0093,727000,384000,380000,876000,447000,1517000,218000,1549000,963000
2025-11,user_0094,894000,684000,427000,958000,455000,2133000,195000,1350000,868000
2025-11,user_0095,1114000,692000,341000,837000,429000,2177000,217000,3221000,1043000
2025-11,user_0096,1242000,712000,484000,1116000,467000,2408000,298000,2069000,1427000
2025-11,user_0097,909000,494000,368000,674000,348000,1877000,202000,1150000,710000
2025-11,user_0098,1018000,800000,406000,1163000,532000,2016000,231000,1516000,1356000
2025-11,user_0099,1136000,823000,517000,1379000,652000,2576000,330000,3686000,1271000
2025-11,user_0100,1046000,640000,337000,690000,433000,1728000,192000,1032000,779000
2025-11,user_0101,488000,265000,228000,543000,222000,1095000,109000,695000,530000
2025-11,user_0102,599000,412000,249000,648000,278000,1215000,137000,841000,634000
2025-11,user_0103,480000,298000,217000,447000,274000,1033000,121000,699000,535000
2025-11,user_0104,745000,590000,337000,782000,343000,2115000,245000,1282000,802000
2025-11,user_0105,1406000,633000,431000,1457000,413000,2181000,304000,2096000,1366000
2025-11,user_0106,817000,388000,254000,706000,299000,1439000,147000,917000,715000
2025-11,user_0107,670000,385000,237000,523000,205000,1262000,151000,583000,532000
2025-11,user_0108,678000,529000,268000,646000,323000,1444000,184000,2541000,664000
2025-11,user_0109,1230000,1646000,488000,1029000,471000,2018000,264000,1077000,977000
2025-11,user_0110,722000,513000,319000,879000,281000,1278000,204000,1051000,884000
2025-11,user_0111,1204000,571000,438000,937000,531000,2198000,271000,1135000,862000
2025-11,user_0112,1032000,598000,485000,1013000,579000,1862000,294000,1590000,1286000
2025-11,user_0113,858000,457000,305000,714000,245000,1326000,193000,744000,763000
2025-11,user_0114,277000,206000,146000,295000,158000,728000,74000,418000,304000
2025-11,user_0115,697000,351000,198000,562000,204000,1535000,150000,741000,471000
2025-11,user_0117,515000,296000,214000,551000,244000,1061000,117000,687000,617000
2025-11,user_0118,1088000,647000,391000,897000,401000,1713000,207000,2718000,892000
2025-11,user_0119,1076000,790000,452000,874000,300000,2144000,211000,981000,856000
2025-11,user_0120,651000,526000,325000,766000,365000,1208000,163000,970000,820000
2025-11,user_0121,1116000,719000,384000,937000,317000,2096000,255000,3158000,973000
2025-11,user_0122,872000,571000,345000,878000,426000,1839000,263000,1065000,1102000
2025-11,user_0123,613000,1295000,301000,642000,249000,1520000,186000,888000,667000
2025-11,user_0124,547000,350000,279000,664000,321000,1226000,169000,1015000,660000
2025-11,user_0125,761000,356000,255000,649000,285000,1551000,134000,797000,597000
2025-11,user_0126,1273000,718000,459000,1159000,464000,1738000,211000,1157000,925000
2025-11,user_0127,1024000,605000,426000,1019000,558000,2207000,285000,1724000,1037000
2025-11,user_0128,1314000,691000,444000,1160000,608000,2220000,247000,1435000,1477000
2025-11,user_0129,597000,506000,316000,724000,351000,1431000,148000,695000,627000
2025-11,user_0130,912000,451000,369000,1045000,459000,2157000,245000,1694000,1291000
2025-11,user_0131,1188000,833000,527000,1087000,345000,2266000,284000,1456000,1247000
2025-11,user_0132,965000,519000,410000,1207000,455000,2471000,237000,4322000,1181000
2025-11,user_0133,952000,640000,312000,918000,265000,1560000,223000,1175000,981000
2025-11,user_0134,865000,480000,330000,660000,388000,1287000,163000,946000,826000
2025-11,user_0136,514000,429000,234000,509000,269000,959000,132000,633000,643000
2025-11,user_0137,407000,306000,147000,384000,141000,972000,111000,620000,457000
2025-11,user_0138,583000,369000,240000,581000,301000,1198000,113000,644000,648000
2025-11,user_0139,607000,387000,296000,816000,407000,1975000,213000,1340000,777000
2025-11,user_0140,1084000,586000,388000,783000,384000,2155000,230000,908000,1109000
2025-11,user_0141,1693000,799000,703000,1984000,838000,3089000,1026000,1698000,1354000
2025-11,user_0142,365000,195000,174000,493000,190000,756000,217000,434000,276000
2025-11,user_0144,1220000,610000,464000,1430000,664000,2427000,711000,3638000,861000
2025-11,user_0145,1024000,550000,482000,1365000,594000,2350000,631000,993000,1022000
2025-11,user_0146,1274000,615000,597000,1668000,790000,2444000,919000,1242000,956000
2025-11,user_0147,474000,293000,173000,631000,279000,918000,272000,430000,445000
2025-11,user_0148,406000,278000,164000,533000,182000,851000,320000,538000,377000
2025-11,user_0149,248000,179000,133000,397000,149000,524000,202000,443000,295000
2025-11,user_0150,422000,255000,137000,507000,166000,669000,258000,335000,363000
2025-11,user_0151,621000,349000,243000,546000,208000,1009000,366000,604000,468000
2025-11,user_0152,383000,254000,174000,421000,207000,812000,248000,523000,317000
2025-11,user_0153,399000,229000,149000,433000,160000,628000,260000,396000,284000
2025-11,user_0154,737000,503000,328000,963000,313000,1500000,412000,898000,584000
2025-11,user_0155,368000,213000,119000,381000,180000,621000,217000,349000,282000
2025-11,user_0156,543000,362000,296000,668000,325000,1172000,456000,706000,596000
2025-11,user_0157,411000,234000,169000,481000,315000,1054000,299000,703000,382000
2025-11,user_0158,400000,256000,213000,428000,206000,899000,323000,487000,371000
2025-11,user_0159,1196000,1529000,524000,1185000,688000,2004000,695000,1280000,896000
2025-11,user_0160,1162000,639000,559000,1441000,573000,2640000,809000,1379000,834000
2025-11,user_0161,1252000,557000,381000,1384000,550000,2606000,614000,1021000,783000
2025-11,user_0162,338000,238000,159000,503000,213000,773000,254000,392000,272000
2025-11,user_0163,909000,436000,331000,935000,523000,1537000,549000,878000,662000
2025-11,user_0164,908000,556000,393000,981000,356000,1764000,473000,886000,582000
2025-11,user_0166,847000,564000,335000,1115000,572000,2162000,656000,1115000,642000
2025-11,user_0167,1490000,866000,522000,1798000,656000,2200000,736000,1324000,1100000
2025-11,user_0168,1099000,798000,421000,1369000,448000,1975000,796000,1268000,885000
2025-11,user_0171,1353000,665000,541000,1224000,394000,1893000,816000,1119000,853000
2025-11,user_0172,775000,408000,282000,1090000,432000,1543000,613000,819000,644000
2025-11,user_0173,603000,299000,211000,516000,178000,939000,341000,589000,430000
2025-11,user_0174,671000,445000,288000,1087000,440000,1686000,594000,776000,657000
2025-11,user_0175,895000,479000,307000,869000,393000,1885000,608000,979000,706000
2025-12,user_0003,942000,519000,309000,1022000,491000,1355000,469000,840000,1492000
2025-12,user_0005,221000,195000,76000,190000,117000,711000,217000,250000,262000
2025-12,user_0007,142000,116000,45000,93000,72000,982000,100000,150000,197000
2025-12,user_0008,224000,1020000,91000,141000,123000,743000,166000,200000,308000
2025-12,user_0009,206000,169000,76000,128000,105000,494000,161000,103000,230000
2025-12,user_0010,199000,146000,74000,136000,96000,482000,139000,250000,286000
2025-12,user_0011,121000,132000,64000,106000,61000,507000,123000,250000,184000
2025-12,user_0012,287000,270000,116000,195000,134000,738000,254000,351000,1011000
2025-12,user_0013,101000,82000,40000,71000,79000,321000,92000,100000,135000
2025-12,user_0014,158000,100000,62000,91000,100000,496000,106000,250000,185000
2025-12,user_0015,208000,1180000,84000,138000,171000,647000,218000,166000,335000
2025-12,user_0016,1827000,92000,39000,79000,51000,285000,74000,200000,105000
2025-12,user_0017,133000,109000,57000,117000,103000,396000,145000,200000,225000
2025-12,user_0018,147000,88000,48000,87000,85000,407000,94000,200000,159000
2025-12,user_0019,246000,203000,115000,196000,146000,746000,233000,200000,1071000
2025-12,user_0020,267000,1452000,100000,188000,127000,911000,254000,279000,344000
2025-12,user_0021,429000,325000,125000,212000,135000,1028000,312000,241000,381000
2025-12,user_0022,224000,236000,75000,174000,92000,589000,218000,250000,355000
2025-12,user_0023,168000,131000,51000,95000,100000,470000,134000,250000,196000
2025-12,user_0024,215000,143000,82000,143000,101000,584000,137000,150000,273000
2025-12,user_0025,273000,243000,107000,186000,124000,962000,209000,298000,430000
2025-12,user_0026,261000,217000,84000,161000,102000,559000,174000,117000,262000
2025-12,user_0027,150000,103000,64000,128000,108000,440000,139000,1836000,221000
2025-12,user_0028,334000,285000,112000,244000,169000,970000,251000,199000,359000
2025-12,user_0029,84000,74000,37000,62000,53000,237000,72000,200000,121000
2025-12,user_0030,162000,175000,73000,148000,99000,541000,175000,250000,261000
2025-12,user_0031,355000,269000,124000,222000,166000,973000,232000,200000,469000
2025-12,user_0032,266000,205000,86000,177000,155000,663000,233000,200000,328000
2025-12,user_0033,271000,247000,121000,244000,217000,844000,255000,206000,345000
2025-12,user_0034,107000,81000,39000,86000,46000,346000,74000,200000,118000
2025-12,user_0035,191000,165000,68000,117000,108000,471000,160000,250000,218000
2025-12,user_0036,272000,190000,129000,221000,146000,1499000,287000,285000,362000
2025-12,user_0037,103000,86000,39000,73000,45000,355000,112000,250000,136000
2025-12,user_0038,292000,182000,93000,162000,117000,618000,223000,200000,331000
2025-12,user_0039,254000,255000,110000,199000,131000,834000,195000,250000,319000
2025-12,user_0040,282000,218000,81000,139000,104000,1014000,206000,250000,318000
2025-12,user_0041,89000,61000,29000,51000,42000,206000,71000,100000,108000
2025-12,user_0042,213000,168000,84000,180000,92000,534000,205000,250000,333000
2025-12,user_0043,274000,210000,95000,196000,134000,598000,175000,200000,371000
2025-12,user_0044,119000,78000,42000,86000,52000,309000,84000,150000,125000
2025-12,user_0045,146000,126000,65000,107000,98000,481000,117000,250000,171000
2025-12,user_0046,391000,1352000,130000,270000,151000,855000,244000,250000,395000
2025-12,user_0047,366000,1551000,99000,205000,166000,925000,244000,215000,385000
2025-12,user_0048,188000,133000,56000,131000,65000,381000,148000,200000,226000
2025-12,user_0049,225000,181000,71000,145000,81000,494000,140000,150000,260000
2025-12,user_0050,217000,167000,62000,149000,131000,508000,176000,108000,225000
2025-12,user_0051,238000,190000,73000,173000,131000,539000,197000,200000,325000
2025-12,user_0052,192000,158000,67000,170000,121000,643000,167000,200000,223000
2025-12,user_0053,76000,62000,34000,63000,62000,215000,71000,100000,95000
2025-12,user_0054,145000,95000,42000,100000,60000,329000,98000,100000,157000
2025-12,user_0055,255000,205000,102000,224000,151000,809000,254000,174000,405000
2025-12,user_0056,244000,176000,86000,175000,132000,519000,147000,161000,237000
2025-12,user_0057,77000,77000,35000,54000,42000,265000,70000,250000,92000
2025-12,user_0059,186000,178000,70000,123000,104000,485000,133000,2568000,198000
2025-12,user_0060,255000,248000,96000,171000,94000,746000,215000,250000,308000
2025-12,user_0062,307000,277000,125000,304000,178000,948000,259000,355000,400000
2025-12,user_0063,168000,136000,67000,110000,83000,497000,122000,150000,188000
2025-12,user_0064,166000,154000,70000,133000,102000,416000,141000,250000,214000
2025-12,user_0065,236000,178000,95000,167000,109000,1239000,164000,150000,296000
2025-12,user_0066,220000,210000,89000,139000,102000,566000,151000,250000,310000
2025-12,user_0067,299000,235000,98000,184000,123000,710000,220000,159000,351000
2025-12,user_0068,341000,242000,97000,219000,107000,902000,212000,182000,328000
2025-12,user_0069,342000,254000,125000,236000,213000,739000,251000,179000,449000
2025-12,user_0070,270000,216000,77000,162000,85000,692000,178000,200000,260000
2025-12,user_0071,1196000,729000,535000,1236000,370000,2576000,249000,1516000,1385000
2025-12,user_0072,796000,490000,239000,517000,221000,1111000,152000,717000,520000
2025-12,user_0073,465000,276000,162000,402000,159000,792000,98000,722000,479000
2025-12,user_0074,728000,1585000,253000,559000,342000,1245000,145000,768000,543000
2025-12,user_0075,1225000,658000,549000,1459000,705000,3193000,350000,1921000,1520000
2025-12,user_0076,782000,424000,333000,828000,406000,1815000,186000,895000,757000
2025-12,user_0077,1006000,569000,319000,928000,389000,1759000,257000,914000,928000
2025-12,user_0078,3067000,824000,695000,1514000,637000,2793000,322000,1645000,1388000
2025-12,user_0079,562000,403000,213000,531000,338000,1076000,163000,809000,687000
2025-12,user_0080,1002000,1940000,333000,1023000,489000,1681000,264000,1167000,1067000
2025-12,user_0081,962000,469000,364000,706000,229000,1656000,192000,875000,1848000
2025-12,user_0082,1362000,709000,459000,1084000,572000,2135000,268000,1243000,1268000
2025-12,user_0083,1339000,580000,588000,1339000,589000,2349000,345000,1807000,1148000
2025-12,user_0084,596000,380000,235000,501000,146000,954000,122000,607000,474000
2025-12,user_0085,1525000,741000,515000,1435000,761000,2602000,327000,1900000,1675000
2025-12,user_0086,1076000,715000,532000,935000,393000,2411000,241000,1666000,1224000
2025-12,user_0087,719000,456000,216000,718000,308000,1336000,134000,921000,740000
2025-12,user_0088,909000,624000,403000,1103000,596000,2301000,307000,1629000,1142000
2025-12,user_0089,1403000,989000,551000,1328000,536000,2213000,348000,1785000,1549000
2025-12,user_0090,400000,262000,195000,484000,132000,811000,113000,565000,496000
2025-12,user_0091,556000,360000,240000,603000,326000,1266000,120000,703000,691000
2025-12,user_0092,1057000,759000,503000,1067000,520000,2054000,269000,1429000,1308000
2025-12,user_0093,1215000,579000,569000,1139000,703000,3331000,327000,2159000,1231000
2025-12,user_0094,1356000,769000,549000,1315000,571000,2830000,279000,1753000,1208000
2025-12,user_0095,1031000,734000,348000,1173000,514000,1797000,246000,1348000,1282000
2025-12,user_0096,1767000,1081000,928000,1707000,624000,3501000,434000,5702000,1946000
2025-12,user_0097,1283000,621000,366000,1054000,501000,2278000,291000,1245000,1131000
2025-12,user_0098,1520000,989000,595000,1518000,794000,3377000,326000,1927000,1447000
2025-12,user_0099,1111000,693000,531000,1267000,612000,2324000,267000,1423000,1092000
2025-12,user_0100,1165000,593000,376000,996000,564000,2486000,301000,1195000,1007000
2025-12,user_0101,587000,449000,242000,493000,317000,1422000,158000,691000,611000
2025-12,user_0102,1114000,517000,351000,823000,534000,1940000,261000,954000,1145000
2025-12,user_0103,678000,474000,263000,605000,420000,1323000,174000,840000,644000
2025-12,user_0104,2370000,500000,281000,676000,292000,1605000,210000,1159000,962000
2025-12,user_0105,997000,564000,473000,1098000,433000,2060000,284000,1517000,1070000
2025-12,user_0106,967000,558000,419000,883000,463000,1868000,219000,1134000,1025000
2025-12,user_0107,750000,446000,295000,826000,203000,1346000,208000,835000,1734000
2025-12,user_0108,893000,572000,389000,773000,396000,1569000,232000,1110000,781000
2025-12,user_0109,951000,599000,292000,673000,337000,1857000,205000,1130000,759000
2025-12,user_0110,1103000,702000,398000,866000,317000,1859000,196000,987000,1168000
2025-12,user_0111,1189000,824000,575000,1397000,607000,3085000,274000,1374000,1471000
2025-12,user_0112,981000,486000,431000,753000,515000,2146000,240000,1532000,1012000
2025-12,user_0113,966000,656000,413000,1098000,274000,1795000,259000,1304000,1090000
2025-12,user_0114,403000,250000,145000,365000,179000,825000,84000,439000,354000
2025-12,user_0115,503000,272000,163000,365000,142000,908000,108000,542000,515000
2025-12,user_0116,1413000,711000,640000,1176000,536000,3152000,299000,2339000,1596000
2025-12,user_0117,457000,251000,191000,386000,208000,812000,114000,514000,487000
2025-12,user_0118,1444000,972000,595000,1078000,661000,2445000,333000,1775000,1309000
2025-12,user_0119,853000,487000,284000,721000,289000,1621000,201000,3190000,829000
2025-12,user_0120,1256000,1576000,536000,1211000,510000,2572000,294000,1711000,1069000
2025-12,user_0121,1166000,617000,350000,967000,372000,2433000,251000,1179000,1156000
2025-12,user_0122,1158000,671000,390000,975000,463000,1773000,277000,1293000,1099000
2025-12,user_0123,750000,1814000,358000,795000,310000,1456000,188000,1144000,807000
2025-12,user_0124,842000,394000,348000,787000,427000,1740000,222000,1347000,735000
2025-12,user_0125,1106000,635000,382000,1090000,524000,1944000,206000,1040000,967000
2025-12,user_0126,1600000,745000,585000,1443000,674000,3145000,376000,1739000,1534000
2025-12,user_0127,2882000,560000,435000,1363000,532000,2989000,303000,1718000,1423000
2025-12,user_0128,1608000,896000,618000,1691000,825000,2747000,349000,2096000,1472000
2025-12,user_0129,2012000,375000,253000,449000,263000,1047000,116000,653000,605000
2025-12,user_0130,1398000,706000,799000,1868000,893000,3732000,353000,2720000,1610000
2025-12,user_0131,2205000,787000,382000,907000,276000,2272000,221000,1106000,931000
2025-12,user_0132,1082000,785000,556000,1585000,803000,2800000,310000,1901000,1541000
2025-12,user_0133,1066000,499000,362000,653000,239000,1754000,207000,972000,949000
2025-12,user_0134,1453000,767000,429000,1155000,633000,2218000,282000,1249000,2184000
2025-12,user_0136,901000,570000,364000,763000,421000,1369000,163000,1008000,689000
2025-12,user_0137,600000,428000,248000,483000,190000,958000,134000,592000,505000
2025-12,user_0138,843000,403000,330000,710000,372000,1461000,207000,918000,920000
2025-12,user_0139,759000,429000,368000,803000,391000,1578000,178000,997000,898000
2025-12,user_0140,1661000,996000,527000,1198000,684000,3007000,326000,4318000,1476000
2025-12,user_0141,1439000,1627000,605000,1989000,775000,2999000,934000,1510000,1356000
2025-12,user_0142,502000,314000,203000,612000,263000,858000,324000,512000,380000
2025-12,user_0144,1063000,606000,516000,1362000,548000,2574000,764000,1297000,811000
2025-12,user_0145,2363000,568000,344000,1038000,459000,1480000,593000,743000,575000
2025-12,user_0146,844000,557000,358000,1031000,642000,1983000,739000,1130000,722000
2025-12,user_0147,344000,1217000,176000,367000,220000,855000,224000,372000,300000
2025-12,user_0148,599000,383000,305000,827000,285000,1126000,496000,801000,599000
2025-12,user_0149,398000,266000,174000,491000,176000,1020000,290000,668000,431000
2025-12,user_0150,524000,380000,259000,632000,265000,1172000,452000,641000,408000
2025-12,user_0151,1066000,687000,328000,953000,452000,1591000,729000,1094000,866000
2025-12,user_0152,552000,327000,285000,739000,338000,1257000,514000,3226000,570000
2025-12,user_0153,403000,215000,149000,433000,177000,797000,229000,344000,324000
2025-12,user_0154,1004000,591000,337000,1037000,323000,1482000,542000,825000,593000
2025-12,user_0155,181000,97000,83000,208000,120000,344000,147000,231000,167000
2025-12,user_0156,865000,529000,360000,1076000,577000,2347000,711000,1114000,868000
2025-12,user_0157,694000,276000,369000,1031000,394000,1439000,495000,1076000,572000
2025-12,user_0158,446000,304000,157000,496000,175000,801000,298000,400000,332000
2025-12,user_0159,1337000,980000,539000,1663000,710000,2668000,841000,1432000,1306000
2025-12,user_0160,868000,599000,350000,1324000,685000,1725000,569000,1025000,840000
2025-12,user_0161,1326000,792000,597000,1537000,926000,2549000,989000,1269000,1219000
2025-12,user_0162,373000,188000,129000,373000,187000,759000,265000,405000,322000
2025-12,user_0163,2025000,1250000,918000,2532000,905000,3620000,1280000,2045000,1355000
2025-12,user_0164,1904000,1054000,676000,2358000,761000,4145000,1126000,1814000,1449000
2025-12,user_0166,858000,587000,368000,892000,505000,1908000,683000,1055000,786000
2025-12,user_0167,1804000,838000,656000,1605000,1131000,2726000,977000,1547000,1143000
2025-12,user_0168,1686000,872000,483000,1795000,642000,2948000,831000,1498000,1239000
2025-12,user_0169,636000,331000,296000,776000,258000,1356000,359000,965000,621000
2025-12,user_0170,1335000,782000,613000,1841000,732000,3399000,978000,1785000,1298000
2025-12,user_0171,1091000,652000,364000,977000,440000,1722000,673000,919000,809000
2025-12,user_0172,694000,378000,304000,845000,493000,1308000,549000,694000,669000
2025-12,user_0173,599000,357000,219000,508000,197000,1134000,349000,440000,350000
2025-12,user_0174,761000,412000,247000,745000,366000,1531000,378000,599000,550000
2025-12,user_0175,536000,333000,202000,546000,217000,813000,317000,578000,382000
2026-01,user_0003,949000,501000,465000,1164000,593000,1926000,559000,911000,1504000
2026-01,user_0005,222000,191000,75000,204000,110000,769000,193000,150000,263000
2026-01,user_0007,158000,106000,40000,83000,50000,330000,84000,200000,153000
2026-01,user_0008,187000,137000,70000,115000,80000,414000,155000,110000,222000
2026-01,user_0009,206000,168000,65000,109000,99000,468000,140000,150000,218000
